[0, 4, 3, 4, 3, 3, 4, 4, 4, 5]
[4, 0, 3, 4, 3, 3, 4, 4, 4, 5]
[3, 3, 0, 1, 0, 0, 1, 1, 3, 4]
[4, 4, 1, 0, 1, 1, 2, 2, 4, 5]
[3, 3, 0, 1, 0, 0, 1, 1, 3, 4]
[3, 3, 0, 1, 0, 0, 1, 1, 3, 4]
[4, 4, 1, 2, 1, 1, 0, 2, 4, 5]
[4, 4, 1, 2, 1, 1, 2, 0, 4, 5]
[4, 4, 3, 4, 3, 3, 4, 4, 0, 1]
[5, 5, 4, 5, 4, 4, 5, 5, 1, 0]
